AppV2 10.025706 3.000000 0.000000 3.000000 0.000000 0.000000
AppV2 20.025710 4.000000 0.000000 24.000000 0.000000 0.000000
AppV2 30.025712 6.000000 0.000000 35.000000 7.000000 7.000000
AppV2 40.025715 8.000000 1.000000 74.000000 29.000000 29.000000
AppV2 50.072059 11.000000 0.000000 108.000000 27.000000 27.000000
AppV2 60.104161 13.000000 0.000000 223.000000 26.000000 26.000000
AppV2 70.104804 12.000000 0.000000 226.000000 36.000000 36.000000
AppV2 80.104810 14.000000 5.000000 340.000000 63.000000 63.000000
AppV2 90.104812 15.000000 10.000000 330.000000 58.000000 58.000000
AppV2 100.360455 17.000000 1.000000 461.000000 52.000000 52.000000
AppV2 110.397647 19.000000 1.000000 714.000000 48.000000 48.000000
AppV2 120.397647 19.000000 29.000000 884.000000 82.000000 82.000000
AppV2 130.397652 20.000000 0.000000 961.000000 127.000000 130.000000
AppV2 140.442725 20.000000 0.000000 981.000000 141.000000 141.000000
AppV2 150.442725 21.000000 20.000000 982.000000 117.000000 117.000000
AppV2 160.475496 22.000000 49.000000 1035.000000 78.000000 79.000000
AppV2 170.538711 22.000000 12.000000 1042.000000 85.000000 85.000000
AppV2 180.572545 20.000000 23.000000 887.000000 79.000000 79.000000
AppV2 190.572545 21.000000 4.000000 948.000000 80.000000 80.000000
AppV2 200.592194 22.000000 6.000000 1128.000000 85.000000 86.000000
AppV2 210.592197 21.000000 0.000000 1095.000000 90.000000 90.000000
AppV2 220.611951 21.000000 0.000000 1003.000000 80.000000 80.000000
AppV2 230.641934 21.000000 0.000000 1081.000000 84.000000 84.000000
AppV2 240.657857 20.000000 36.000000 1229.000000 99.000000 99.000000
AppV2 250.663736 18.000000 25.000000 960.000000 79.000000 79.000000
AppV2 260.663739 19.000000 30.000000 776.000000 60.000000 60.000000
AppV2 270.692936 20.000000 0.000000 891.000000 71.000000 72.000000
AppV2 280.692948 20.000000 36.000000 971.000000 68.000000 68.000000
AppV2 290.768264 17.000000 18.000000 991.000000 50.000000 52.000000
AppV2 300.768264 18.000000 0.000000 788.000000 49.000000 49.000000
AppV2 310.768269 17.000000 0.000000 866.000000 69.000000 71.000000
AppV2 320.768269 17.000000 11.000000 851.000000 48.000000 48.000000
AppV2 330.768269 17.000000 56.000000 1021.000000 66.000000 66.000000
AppV2 340.842650 18.000000 7.000000 1102.000000 72.000000 72.000000
AppV2 350.842654 16.000000 0.000000 1289.000000 97.000000 97.000000
AppV2 360.842655 17.000000 0.000000 1050.000000 80.000000 80.000000
AppV2 370.842655 18.000000 2.000000 1073.000000 99.000000 99.000000
AppV2 380.890344 19.000000 18.000000 1016.000000 110.000000 110.000000
AppV2 390.890354 19.000000 0.000000 861.000000 98.000000 98.000000
AppV2 400.890354 20.000000 0.000000 662.000000 57.000000 57.000000
AppV2 410.913912 19.000000 0.000000 744.000000 65.000000 65.000000
AppV2 421.064844 20.000000 0.000000 1018.000000 26.000000 26.000000
AppV2 431.064846 22.000000 6.000000 1208.000000 23.000000 23.000000
AppV2 441.146134 18.000000 0.000000 1045.000000 16.000000 16.000000
AppV2 451.204923 18.000000 9.000000 883.000000 31.000000 31.000000
AppV2 461.210063 18.000000 0.000000 940.000000 24.000000 24.000000
AppV2 471.210063 20.000000 21.000000 852.000000 27.000000 27.000000
AppV2 481.227997 20.000000 73.000000 919.000000 7.000000 9.000000
AppV2 491.227997 19.000000 17.000000 902.000000 19.000000 34.000000
AppV2 501.275897 18.000000 1.000000 781.000000 28.000000 39.000000
AppV2 511.312969 19.000000 15.000000 823.000000 47.000000 47.000000
AppV2 521.321505 20.000000 0.000000 941.000000 35.000000 35.000000
AppV2 531.371298 19.000000 33.000000 1119.000000 36.000000 39.000000
AppV2 541.405435 20.000000 13.000000 1255.000000 104.000000 111.000000
AppV2 551.524661 19.000000 0.000000 1174.000000 73.000000 73.000000
AppV2 561.524663 20.000000 1.000000 1242.000000 55.000000 55.000000
AppV2 571.524664 20.000000 21.000000 1339.000000 64.000000 64.000000
AppV2 581.524664 17.000000 6.000000 1027.000000 90.000000 90.000000
AppV2 591.579355 17.000000 11.000000 1049.000000 143.000000 143.000000
AppV2 601.602106 18.000000 8.000000 912.000000 154.000000 154.000000
AppV2 611.615047 17.000000 6.000000 784.000000 14.000000 14.000000
AppV2 621.660930 17.000000 1.000000 952.000000 0.000000 0.000000
AppV2 631.660931 19.000000 0.000000 949.000000 0.000000 0.000000
AppV2 641.825733 17.000000 0.000000 1239.000000 0.000000 0.000000
AppV2 651.825734 16.000000 0.000000 1096.000000 0.000000 0.000000
AppV2 661.825736 17.000000 0.000000 989.000000 0.000000 0.000000
AppV2 671.878021 19.000000 28.000000 975.000000 0.000000 0.000000
AppV2 681.878028 18.000000 29.000000 791.000000 3.000000 6.000000
AppV2 691.878028 18.000000 25.000000 836.000000 9.000000 10.000000
AppV2 701.878030 18.000000 0.000000 799.000000 10.000000 10.000000
AppV2 712.025806 19.000000 42.000000 896.000000 11.000000 11.000000
AppV2 722.025807 21.000000 49.000000 942.000000 10.000000 10.000000
AppV2 732.025815 21.000000 56.000000 1385.000000 10.000000 10.000000
AppV2 742.047638 20.000000 30.000000 939.000000 15.000000 15.000000
AppV2 752.049786 21.000000 3.000000 610.000000 11.000000 13.000000
AppV2 762.049791 17.000000 2.000000 535.000000 23.000000 23.000000
AppV2 772.049794 18.000000 0.000000 485.000000 32.000000 32.000000
AppV2 782.132259 16.000000 3.000000 478.000000 25.000000 25.000000
AppV2 792.148885 14.000000 0.000000 557.000000 34.000000 34.000000
AppV2 802.148892 15.000000 0.000000 528.000000 40.000000 40.000000
AppV2 812.180176 15.000000 2.000000 599.000000 69.000000 69.000000
AppV2 822.241015 15.000000 12.000000 479.000000 75.000000 75.000000
AppV2 832.241024 16.000000 16.000000 590.000000 85.000000 85.000000
AppV2 842.241028 16.000000 0.000000 686.000000 87.000000 87.000000
AppV2 852.253451 15.000000 0.000000 733.000000 65.000000 65.000000
AppV2 862.253457 16.000000 0.000000 686.000000 54.000000 54.000000
AppV2 872.388360 17.000000 0.000000 662.000000 46.000000 46.000000
AppV2 882.388360 19.000000 0.000000 688.000000 77.000000 77.000000
AppV2 892.411912 19.000000 0.000000 808.000000 73.000000 73.000000
AppV2 902.488915 18.000000 0.000000 727.000000 7.000000 7.000000
AppV2 912.488916 20.000000 0.000000 790.000000 12.000000 12.000000
AppV2 922.496708 17.000000 19.000000 604.000000 14.000000 14.000000
AppV2 932.516715 19.000000 23.000000 709.000000 0.000000 0.000000
AppV2 942.644286 19.000000 22.000000 870.000000 0.000000 0.000000
AppV2 952.652842 20.000000 35.000000 1024.000000 0.000000 0.000000
AppV2 962.672757 16.000000 8.000000 1002.000000 134.000000 142.000000
AppV2 972.765813 15.000000 0.000000 705.000000 72.000000 72.000000
AppV2 982.802160 12.000000 0.000000 474.000000 101.000000 101.000000
AppV2 992.802164 14.000000 0.000000 351.000000 100.000000 100.000000
AppV2 1002.858653 15.000000 4.000000 453.000000 102.000000 103.000000
