AppV2 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
AppV2 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 2.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
AppV2 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 4.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 7.000000 7.000000 0.000000 0.000000 5.000000 5.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 3.000000 0.000000 0.000000 0.000000 0.000000
AppV2 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 4.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 36.000000 36.000000 0.000000 0.000000 33.000000 32.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 29.000000 0.000000 0.000000 0.000000 0.000000
AppV2 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 5.000000 0.000000 0.000000 11.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 63.000000 63.000000 0.000000 0.000000 57.000000 59.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 56.000000 0.000000 0.000000 0.000000 0.000000
AppV2 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 5.000000 0.000000 0.000000 15.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 89.000000 89.000000 0.000000 0.000000 79.000000 84.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 80.000000 0.000000 0.000000 0.000000 0.000000
AppV2 0.000000 4.000000 0.000000 0.000000 0.000000 0.000000 5.000000 0.000000 0.000000 23.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 125.000000 125.000000 0.000000 0.000000 79.000000 84.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 83.000000 0.000000 0.000000 0.000000 0.000000
AppV2 0.000000 10.000000 0.000000 0.000000 0.000000 0.000000 5.000000 0.000000 0.000000 31.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 188.000000 188.000000 0.000000 0.000000 79.000000 84.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 83.000000 0.000000 0.000000 0.000000 0.000000
AppV2 0.000000 23.000000 0.000000 0.000000 0.000000 0.000000 6.000000 0.000000 0.000000 43.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 246.000000 246.000000 0.000000 0.000000 79.000000 84.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 83.000000 0.000000 0.000000 0.000000 0.000000
AppV2 0.000000 24.000000 0.000000 0.000000 0.000000 0.000000 6.000000 0.000000 0.000000 51.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 298.000000 298.000000 0.000000 0.000000 109.000000 114.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 107.000000 0.000000 0.000000 0.000000 0.000000
AppV2 0.000000 33.000000 0.000000 0.000000 1.000000 0.000000 6.000000 0.000000 0.000000 62.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 346.000000 346.000000 0.000000 0.000000 155.000000 160.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 150.000000 0.000000 0.000000 0.000000 0.000000
AppV2 0.000000 83.000000 0.000000 0.000000 1.000000 0.000000 24.000000 0.000000 6.000000 69.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 404.000000 406.000000 0.000000 11.000000 222.000000 227.000000 8.000000 0.000000 13.000000 4.000000 0.000000 11.000000 0.000000 216.000000 4.000000 11.000000 11.000000 2.000000
AppV2 0.000000 97.000000 0.000000 0.000000 1.000000 0.000000 24.000000 0.000000 6.000000 84.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 498.000000 497.000000 0.000000 54.000000 285.000000 296.000000 54.000000 0.000000 17.000000 6.000000 21.000000 54.000000 0.000000 290.000000 21.000000 54.000000 47.000000 2.000000
