mdaV2 10.025706 0 3 0.000000 0 0 0.000000
mdaV2 10.025706 0 3 0.000000 0 0 0.000000
mdaV2 20.025710 0 4 0.000000 0 1 0.000000
mdaV2 20.025710 0 4 0.000000 0 1 0.000000
mdaV2 30.025712 0 6 0.000000 1 1 10.438714
mdaV2 30.025712 0 6 0.000000 1 1 10.438714
mdaV2 40.025715 0 8 0.000000 1 1 10.438714
mdaV2 40.025715 0 8 0.000000 1 1 10.438714
mdaV2 50.072059 0 11 0.000000 1 1 10.438714
mdaV2 50.072059 0 11 0.000000 1 1 10.438714
mdaV2 60.104161 0 14 0.000000 1 1 10.438714
mdaV2 60.104161 0 14 0.000000 1 1 10.438714
mdaV2 70.104804 0 15 0.000000 1 1 10.438714
mdaV2 70.104804 0 15 0.000000 1 1 10.438714
mdaV2 80.104810 1 17 17.772378 1 1 10.438714
mdaV2 80.104810 1 17 17.772378 1 1 10.438714
mdaV2 90.104812 2 19 25.728032 1 1 10.438714
mdaV2 90.104812 2 19 25.728032 1 1 10.438714
mdaV2 100.360455 2 21 25.728032 1 1 10.438714
mdaV2 100.360455 2 21 25.728032 1 1 10.438714
mdaV2 110.397647 2 23 25.728032 1 1 10.438714
mdaV2 110.397647 2 23 25.728032 1 1 10.438714
mdaV2 120.397647 5 23 36.190797 2 2 5.598282
mdaV2 120.397647 5 23 36.190797 2 2 5.598282
mdaV2 130.397652 5 24 36.190797 2 2 5.598282
mdaV2 130.397652 5 24 36.190797 2 2 5.598282
mdaV2 140.442725 5 26 36.190797 2 2 5.598282
mdaV2 140.442725 5 26 36.190797 2 2 5.598282
mdaV2 150.442725 6 27 34.482363 2 2 5.598282
mdaV2 150.442725 6 27 34.482363 2 2 5.598282
mdaV2 160.475496 6 29 34.482363 2 2 5.598282
mdaV2 160.475496 6 29 34.482363 2 2 5.598282
mdaV2 170.538711 6 31 34.482363 2 2 5.598282
mdaV2 170.538711 6 31 34.482363 2 2 5.598282
mdaV2 180.572545 6 32 34.482363 2 2 5.598282
mdaV2 180.572545 6 32 34.482363 2 2 5.598282
mdaV2 190.572545 7 34 44.110159 2 2 5.598282
mdaV2 190.572545 7 34 44.110159 2 2 5.598282
mdaV2 200.592194 7 35 44.110159 2 2 5.598282
mdaV2 200.592194 7 35 44.110159 2 2 5.598282
mdaV2 210.592197 7 36 44.110159 2 2 5.598282
mdaV2 210.592197 7 36 44.110159 2 2 5.598282
mdaV2 220.611951 7 38 44.110159 2 2 5.598282
mdaV2 220.611951 7 38 44.110159 2 2 5.598282
mdaV2 230.641934 7 39 44.110159 2 2 5.598282
mdaV2 230.641934 7 39 44.110159 2 2 5.598282
mdaV2 240.657857 8 40 50.054923 2 2 5.598282
mdaV2 240.657857 8 40 50.054923 2 2 5.598282
mdaV2 250.663736 8 41 50.054923 2 2 5.598282
mdaV2 250.663736 8 41 50.054923 2 2 5.598282
mdaV2 260.663739 8 42 50.054923 2 2 5.598282
mdaV2 260.663739 8 42 50.054923 2 2 5.598282
mdaV2 270.692936 8 43 50.054923 3 3 3.793172
mdaV2 270.692936 8 43 50.054923 3 3 3.793172
mdaV2 280.692948 9 45 47.114703 3 3 3.793172
mdaV2 280.692948 9 45 47.114703 3 3 3.793172
mdaV2 290.768264 9 46 47.114703 3 3 3.793172
mdaV2 290.768264 9 46 47.114703 3 3 3.793172
mdaV2 300.768264 9 48 47.114703 3 3 3.793172
mdaV2 300.768264 9 48 47.114703 3 3 3.793172
mdaV2 310.768269 9 49 47.114703 3 3 3.793172
mdaV2 310.768269 9 49 47.114703 3 3 3.793172
mdaV2 320.768269 10 51 58.524401 3 3 3.793172
mdaV2 320.768269 10 51 58.524401 3 3 3.793172
mdaV2 330.768269 12 52 58.190719 3 3 3.793172
mdaV2 330.768269 12 52 58.190719 3 3 3.793172
mdaV2 340.842650 12 54 58.190719 3 3 3.793172
mdaV2 340.842650 12 54 58.190719 3 3 3.793172
mdaV2 350.842654 12 55 58.190719 3 3 3.793172
mdaV2 350.842654 12 55 58.190719 3 3 3.793172
mdaV2 360.842655 12 56 58.190719 3 3 3.793172
mdaV2 360.842655 12 56 58.190719 3 3 3.793172
mdaV2 370.842655 13 58 56.548829 3 3 3.793172
mdaV2 370.842655 13 58 56.548829 3 3 3.793172
mdaV2 380.890344 15 59 52.786726 3 3 3.793172
mdaV2 380.890344 15 59 52.786726 3 3 3.793172
mdaV2 390.890354 15 60 52.786726 3 3 3.793172
mdaV2 390.890354 15 60 52.786726 3 3 3.793172
mdaV2 400.890354 15 61 52.786726 3 3 3.793172
mdaV2 400.890354 15 61 52.786726 3 3 3.793172
mdaV2 410.913912 15 62 52.786726 4 4 2.898122
mdaV2 410.913912 15 62 52.786726 4 4 2.898122
mdaV2 421.064844 15 63 52.786726 4 4 2.898122
mdaV2 421.064844 15 63 52.786726 4 4 2.898122
mdaV2 431.064846 16 65 50.586049 4 4 2.898122
mdaV2 431.064846 16 65 50.586049 4 4 2.898122
mdaV2 441.146134 16 66 50.586049 4 4 2.898122
mdaV2 441.146134 16 66 50.586049 4 4 2.898122
mdaV2 451.204923 16 68 50.586049 4 4 2.898122
mdaV2 451.204923 16 68 50.586049 4 4 2.898122
mdaV2 461.210063 16 69 50.586049 4 4 2.898122
mdaV2 461.210063 16 69 50.586049 4 4 2.898122
mdaV2 471.210063 16 71 50.586049 4 4 2.898122
mdaV2 471.210063 16 71 50.586049 4 4 2.898122
mdaV2 481.227997 17 73 58.287373 4 4 2.898122
